transaction_id,customer_id,product_name,category,region,quantity,price,total_amount,order_date
2b8175e4-d87c-4feb-8df7-d084f518519f,CUST4636,Printer,Electronics,West,3,5829,17487,2024-04-24
b2445350-396b-4d42-8bbd-ee94fcf3a785,CUST6211,Camera,Office,South,5,10545,52725,2024-01-24
7edceb62-556b-4d5b-bd44-61a8e6cea361,CUST9643,Smartwatch,Office,North,4,25638,102552,2023-04-30
f78296b8-6a71-4a50-98ab-7b502823139b,CUST3059,Headphones,Office,North,4,47377,189508,2023-02-20
9f6216a1-d1e5-40fe-9cb3-5c552ac9211b,CUST7807,Printer,Gadgets,South,1,49578,49578,2024-08-30
145503a1-5fec-4ed7-9d43-7a418113e7b1,CUST3573,Laptop,Office,West,5,47549,237745,2023-01-21
b2891656-b225-437d-9ff3-f260ce40bbc1,CUST2030,Camera,Gadgets,West,1,27471,27471,2024-05-07
77a20abe-95d5-4970-9fbc-dfb7a238a22d,CUST6812,Mobile,Accessories,East,5,44503,222515,2024-06-17
602d30f3-8de4-4937-a54f-ba6ff53da886,CUST3089,Tablet,Electronics,North,3,45576,136728,2023-01-21
1827fcf4-0664-403c-afa9-d2783aafaea0,CUST7963,Monitor,Office,South,4,6235,24940,2024-08-02
1df32826-df31-447b-8823-80c8da03c2bd,CUST3219,Smartwatch,Accessories,North,1,1413,1413,2023-09-07
298ccbaa-2659-4556-8c8a-fd148a2731c7,CUST4950,Mouse,Accessories,South,2,10634,21268,2023-12-17
eb8c207a-35e9-48be-9e54-e3ed4368f0a0,CUST1684,Camera,Office,East,3,5313,15939,2023-06-29
cf7a4764-111d-4417-93bf-6e5462da5506,CUST9723,Smartwatch,Office,South,4,31180,124720,2024-05-05
02b267b2-d14e-41f8-bb8c-21fe0563b718,CUST5181,Keyboard,Accessories,East,2,6204,12408,2023-07-26
13666185-01b8-4759-9f41-e29b6738f2d9,CUST7610,Laptop,Accessories,North,4,33096,132384,2024-11-09
06600345-d150-4a54-a1c2-53ed445966c0,CUST2747,Printer,Electronics,East,5,26968,134840,2023-04-01
61ab5591-eae7-4ff1-8fd1-69bad7be96d8,CUST8545,Tablet,Office,West,1,11419,11419,2024-03-24
a379f61d-169a-438d-a8b1-14297a78867b,CUST5431,Mouse,Electronics,West,4,49161,196644,2024-02-14
e59c8da8-28fe-41bc-83a2-b9df766f2287,CUST8441,Headphones,Electronics,East,3,32632,97896,2024-07-18
9f952df1-5efb-49c9-92c8-566df13be2ca,CUST1553,Laptop,Accessories,North,3,6082,18246,2023-03-29
3877bd44-e064-4c93-b74d-cbe94e5b7502,CUST8514,Headphones,Office,West,2,35273,70546,2023-06-12
58ed175b-7059-4c89-b474-947e2e098e46,CUST8772,Keyboard,Electronics,North,5,25218,126090,2024-07-21
0748d155-ce9c-4872-9e7b-5455f92e0848,CUST3446,Mouse,Accessories,East,3,32627,97881,2024-05-05
ecd8c3ca-6bc3-4d1f-8a0d-08c1b7ff6591,CUST3379,Monitor,Accessories,South,1,15137,15137,2024-02-28
e72e0668-043c-4ca9-896b-cb2c1952771d,CUST3016,Printer,Accessories,West,3,29808,89424,2024-04-14
b71f866c-fb33-4571-9776-827ccd86b5a7,CUST6865,Smartwatch,Electronics,West,3,718,2154,2023-06-10
e080c5f9-2210-4454-9af6-5bb1ec444874,CUST9164,Tablet,Accessories,West,3,1205,3615,2024-03-15
2df3b255-ad46-4a1f-be16-e9e7f9386913,CUST9987,Tablet,Accessories,West,5,16753,83765,2024-01-29
f0add619-98c1-4133-bb70-7d91af3fea5a,CUST7041,Mouse,Accessories,West,4,18659,74636,2023-06-17
9a9c0f20-6a43-4473-8bd0-199d1dc37ddb,CUST9038,Camera,Accessories,East,5,32207,161035,2023-03-26
559d4269-8360-4d4e-8aae-1a016d98c290,CUST1388,Camera,Electronics,North,2,2523,5046,2023-11-02
b461fc11-8bc9-4c7e-88bb-4edf1c56a14f,CUST3807,Mouse,Gadgets,South,1,46650,46650,2023-11-21
0264b74f-2478-4eb6-9788-072af80d8bfb,CUST9689,Printer,Accessories,West,1,1585,1585,2024-07-13
439a1180-3487-4689-a8a8-9adb358d7394,CUST8617,Laptop,Gadgets,North,5,17686,88430,2024-07-17
44b1eac6-28f4-4609-9998-a741e7914fbb,CUST2277,Smartwatch,Electronics,North,3,29106,87318,2023-07-10
3f1f2e56-334a-4b8d-a689-f24ebec28f8e,CUST4339,Camera,Office,East,4,31446,125784,2024-01-30
90850e5d-99b5-403d-9cb0-fcc1f5ededca,CUST1697,Tablet,Gadgets,South,5,22693,113465,2023-06-02
cfec11d4-3e1e-435c-8f0c-f52991592401,CUST4784,Camera,Electronics,North,4,31963,127852,2024-12-26
72379e20-6898-4a44-9f43-5e1a1adbb381,CUST7378,Tablet,Gadgets,North,3,1596,4788,2023-02-12
49bf71a5-4911-4838-b85b-bddcd648f250,CUST1314,Smartwatch,Accessories,South,5,579,2895,2024-04-20
b0f3f8a9-9237-4dc5-a90c-4f17a223ef9e,CUST7917,Printer,Electronics,South,5,22484,112420,2024-08-25
ec5f55ca-cda0-4879-bbfb-c31d4a83ba1d,CUST6228,Tablet,Electronics,East,4,25605,102420,2024-08-15
31d7e3a7-c439-465e-9be1-b6d95683dd90,CUST9813,Headphones,Gadgets,South,2,43676,87352,2024-08-10
ecbec229-3588-47c3-b8f5-33d3649992f9,CUST1238,Headphones,Electronics,East,1,7878,7878,2024-04-06
917eeb05-5706-4c11-81f8-a37140a84c7c,CUST3989,Camera,Accessories,South,1,17539,17539,2024-07-11
73320afd-5723-4e67-8495-b37348b1e842,CUST6426,Laptop,Gadgets,North,4,2602,10408,2024-02-29
7c3254b0-aff9-436b-97ba-f44f6282d8f5,CUST5141,Laptop,Accessories,West,2,42099,84198,2023-06-03
4c823b63-9a78-4f23-b402-4911bd14028e,CUST4518,Camera,Gadgets,East,3,12752,38256,2023-05-31
f2680165-9235-416c-92cd-9ceffd1e82e6,CUST1422,Printer,Electronics,West,2,12423,24846,2024-04-06
b0ab18af-9cd5-4d91-8a04-bf90912fb9e8,CUST4774,Headphones,Gadgets,North,1,17506,17506,2023-06-24
f367e08b-d537-41cd-a9aa-70411e591d5a,CUST7713,Keyboard,Accessories,East,3,6053,18159,2023-01-15
36c6154b-7a40-4208-8977-1a3263fe5c37,CUST1087,Tablet,Gadgets,West,2,27487,54974,2024-09-21
0b9c45f3-9761-48bb-85b7-02ae2763cc01,CUST5516,Tablet,Accessories,East,1,47220,47220,2024-08-25
33291bfb-f6c9-4b2f-9163-7ad55acc68e8,CUST8642,Printer,Office,East,5,6136,30680,2023-08-21
f4a553a9-a3ed-4297-a3eb-57ce4e613607,CUST3507,Mouse,Office,South,3,3118,9354,2023-07-20
6f78ab81-d29b-4919-98bc-518278674a7a,CUST4961,Camera,Gadgets,South,3,581,1743,2023-08-08
3023b81f-47ab-4096-aee1-e331cc0eb610,CUST6516,Smartwatch,Accessories,East,3,41252,123756,2023-10-18
c985716f-d6f7-4ef1-83e7-271ddaeaeddf,CUST9731,Mouse,Electronics,East,3,45083,135249,2024-07-08
8e3d6208-fc3f-40c4-99bd-393a2f5cf5f8,CUST2142,Headphones,Gadgets,East,3,3070,9210,2024-04-06
cab4654a-74de-45b5-84f0-a9655198787f,CUST1479,Smartwatch,Electronics,North,1,31918,31918,2024-01-17
af5cf282-e002-424f-9329-2038bcfb74f9,CUST6067,Mobile,Accessories,West,5,17348,86740,2024-05-19
b41faff4-8ea0-4de6-8471-9c5e8db18764,CUST4571,Camera,Gadgets,South,2,19196,38392,2024-05-23
07f8aa7a-727d-4b17-a98e-6b99b9e61638,CUST6942,Smartwatch,Electronics,West,2,29524,59048,2024-06-13
ddd0ee83-43ee-4318-980d-5bcbd89097e7,CUST2726,Mouse,Gadgets,South,5,47539,237695,2023-07-03
4bdbeabe-b149-42a9-8ae1-6579e1a86d46,CUST4967,Mouse,Accessories,East,3,37317,111951,2023-12-11
47d38ed2-f9bf-4f5e-9a9d-5f5a6ed5df4f,CUST3727,Keyboard,Electronics,West,1,48376,48376,2023-02-27
fc375f7d-63f2-4e43-90f9-c27c12eef1e6,CUST4124,Printer,Gadgets,South,2,41688,83376,2024-10-08
43cd61c9-c7cd-4c8f-bd38-b5379b4cc286,CUST3371,Monitor,Accessories,North,1,1403,1403,2024-09-10
23525394-8df5-459d-be92-14f2b2a6c5b1,CUST7996,Mobile,Accessories,South,2,14003,28006,2023-02-14
d49625f3-5f86-41b8-b0f5-bc094e6aae5a,CUST8427,Keyboard,Gadgets,South,2,6598,13196,2023-01-22
bc14f912-38b9-486a-8754-8ea401187973,CUST6797,Smartwatch,Accessories,South,5,3625,18125,2024-09-08
08274c91-5693-44c0-a050-5005bf6bd9b1,CUST1483,Laptop,Gadgets,East,2,1860,3720,2023-07-19
3f0fec05-231f-4dc6-9de4-e12e6309f945,CUST1225,Smartwatch,Gadgets,North,1,3710,3710,2024-07-17
20182704-c246-4d1b-86ad-32f52daa6b28,CUST7627,Mouse,Gadgets,East,3,49053,147159,2024-09-06
0735ada7-db42-4379-87e8-ca158be92894,CUST9394,Headphones,Gadgets,North,1,38690,38690,2024-03-01
692546ad-033c-4dd4-9688-5a62f0d3536c,CUST7246,Laptop,Electronics,West,3,31167,93501,2023-01-05
d4bbcc8f-b168-4dd1-b35b-c1ce14bb7ceb,CUST3460,Tablet,Gadgets,North,5,33945,169725,2023-03-26
88a09f2c-6b49-47b5-9e53-77786f1479b1,CUST9864,Keyboard,Accessories,South,3,31684,95052,2023-11-11
091dc14e-3f02-4b49-adf2-4da4218288db,CUST3304,Printer,Accessories,South,3,30496,91488,2024-07-24
cdab076e-d716-449c-ade5-1a633b724c1a,CUST6984,Headphones,Accessories,South,2,38144,76288,2023-09-07
13377927-f2cf-4b13-b241-65356c3aaee7,CUST9439,Camera,Electronics,South,1,47404,47404,2023-01-02
a6cc38e5-3e16-4cd9-8e29-1844f091a985,CUST1232,Printer,Gadgets,East,5,1566,7830,2023-11-18
33977f12-6772-4b91-b106-cf3319dde5ed,CUST5953,Camera,Electronics,East,2,36897,73794,2023-05-30
4947d4d1-a778-443b-89ce-c728abc1333e,CUST9944,Monitor,Office,North,1,48198,48198,2023-08-16
74eadf7c-81a2-4c09-9992-7fb14a6f5339,CUST9655,Laptop,Electronics,West,3,5426,16278,2024-04-23
e07b8947-3275-4c4d-880d-01fddc6e6792,CUST2502,Printer,Accessories,South,3,4724,14172,2024-02-19
bd7801c6-1777-465c-b501-6000830e2bb9,CUST6097,Camera,Office,East,1,35977,35977,2024-02-01
0a5602bd-3464-4e8c-a838-d5f41a13fcd2,CUST7355,Laptop,Gadgets,North,3,537,1611,2023-08-23
ba88dac0-0261-4dad-9623-5a10cf726361,CUST1596,Laptop,Gadgets,West,3,41140,123420,2023-06-14
9ebd2ff2-bb7b-41ff-8bfc-7a6dd328f4cd,CUST1296,Mobile,Accessories,West,1,18827,18827,2024-03-31
e36159ee-2ced-42d9-bbae-6ba6bc548899,CUST4921,Laptop,Accessories,East,3,44413,133239,2024-02-05
902c9110-d9ca-4e04-9511-775286d9769c,CUST4776,Headphones,Gadgets,North,5,1313,6565,2023-04-15
47b5b542-74bd-496c-9248-13f7e1df9f66,CUST7015,Monitor,Accessories,East,4,27932,111728,2023-05-17
92712c41-4d73-4c2c-985d-011b3f5cf95c,CUST5426,Headphones,Office,North,2,2273,4546,2024-01-24
4ac8db88-cdcb-4841-8864-4e4a07ee8617,CUST7795,Headphones,Office,South,3,37694,113082,2023-07-23
a7bb367f-87f2-42f2-887a-6f74fc7ae60a,CUST4445,Headphones,Electronics,North,2,5162,10324,2024-11-14
0b62ecca-5f4e-4fd0-aa24-4b0767a8bd4c,CUST7519,Mobile,Accessories,North,3,13323,39969,2023-01-12
b35ec489-34d4-4638-81ac-9fdf14df4e31,CUST2336,Tablet,Office,South,3,34961,104883,2023-11-25
31d26fde-df63-461e-8422-f683a0b181bb,CUST2487,Smartwatch,Gadgets,East,4,42951,171804,2024-08-08
85d34e90-0562-46c9-b79c-ccd29f05102b,CUST4875,Laptop,Office,East,5,14975,74875,2023-05-22
f4de22a0-13d8-40ba-9a8a-ef3de5625902,CUST8742,Smartwatch,Electronics,West,2,30527,61054,2024-08-11
082992d6-1e2a-468e-8af2-b6696364419e,CUST2218,Smartwatch,Office,East,4,16683,66732,2024-11-14
98f0eb27-f89d-467f-b812-5d5ab44dacb6,CUST3589,Mouse,Gadgets,East,5,20105,100525,2024-10-29
6b41ca60-0bf6-43a0-869e-99b4f3b670ec,CUST1340,Headphones,Accessories,North,4,25443,101772,2024-09-23
458c0038-073d-42c0-8a5f-5275f55e2379,CUST7236,Tablet,Office,South,3,15965,47895,2023-06-21
f3de3a7d-91e2-40e8-9997-be8b35c204bf,CUST7283,Laptop,Gadgets,North,3,13310,39930,2024-04-14
664bc7c2-6ca6-4e20-ab58-e7ba85313691,CUST2685,Printer,Gadgets,East,5,8131,40655,2023-08-16
e4da3569-1ebf-41e5-9d2d-3e612524b156,CUST3539,Keyboard,Office,West,1,27427,27427,2024-02-01
12a1e205-84eb-47bc-a6f1-c14fbeb81c93,CUST9564,Printer,Office,North,2,43339,86678,2023-02-18
55a049b4-5e56-460a-a257-9e8c0d0c39d8,CUST3591,Headphones,Gadgets,East,3,24954,74862,2024-04-15
846e9536-b183-43c3-8956-d6869e38e0e7,CUST6771,Monitor,Accessories,North,1,18774,18774,2024-10-19
393a5eae-d4e2-4db4-80a1-624c4c15ff03,CUST7624,Laptop,Gadgets,West,1,15753,15753,2024-04-04
aebab61d-39c5-4ff8-a7f0-f0d62d2eff47,CUST1764,Mobile,Gadgets,North,1,3318,3318,2024-05-21
db55c001-196f-457b-b51b-0ffd291a8e9a,CUST8417,Mobile,Accessories,South,5,27623,138115,2024-06-11
f7e86eea-cb0a-47a0-91d2-2766306f2186,CUST5834,Keyboard,Office,South,3,38978,116934,2024-07-31
a71111e4-f7ff-4c7a-a334-b599d5d9e2df,CUST2702,Laptop,Electronics,East,2,30480,60960,2023-02-28
81b40baf-caee-4d1f-b890-bea6c8c6fa23,CUST4415,Smartwatch,Office,North,5,38985,194925,2023-10-21
d8a93716-d54a-4021-9899-5c6530f60465,CUST1512,Camera,Electronics,West,3,23336,70008,2023-05-06
38b79d06-e95b-4b7f-a05e-cce3db0406e4,CUST6617,Headphones,Accessories,North,4,47778,191112,2024-05-23
55543e66-439c-43a2-8494-3ccd9dbb6583,CUST7125,Tablet,Electronics,North,3,3152,9456,2024-05-15
c467fce3-2eec-4d9e-9716-57a9116ddc34,CUST3003,Smartwatch,Electronics,East,3,42590,127770,2024-12-19
d0f14e61-f1b3-4265-b60b-e387dd32c607,CUST8435,Printer,Office,North,3,9958,29874,2024-09-30
11b06bb8-8ab5-4ba8-8d44-bd426b8d9b86,CUST7331,Smartwatch,Office,East,3,49905,149715,2023-02-05
11db6ca9-09b4-459d-8004-059d3c926f11,CUST4672,Monitor,Accessories,North,2,9769,19538,2024-12-31
eadf5c4b-1209-4d01-b075-42bf59ff454c,CUST7344,Printer,Accessories,South,3,36557,109671,2024-07-07
ce69980e-e024-4e33-8c85-d509e343539c,CUST6512,Smartwatch,Accessories,North,2,46782,93564,2023-07-12
801da9c6-b772-4800-a6d9-adef1ea73214,CUST3535,Mouse,Electronics,West,1,41878,41878,2023-07-12
64cb806e-b566-45f8-9d18-32d5980b82e1,CUST3952,Laptop,Accessories,East,5,10953,54765,2023-07-29
5f215fe7-2790-4510-becd-4d628aadd5d9,CUST4943,Mobile,Electronics,East,5,21585,107925,2024-05-28
b28b8601-d75d-4c5b-bfc7-d70f66adda23,CUST8757,Monitor,Gadgets,West,2,15455,30910,2023-11-03
ae0eb56c-90e9-40c5-99b1-be1c19c02101,CUST4843,Headphones,Electronics,North,1,42992,42992,2024-03-02
d3ce375a-f6a1-40e3-a9b3-3d722629dba3,CUST7782,Tablet,Gadgets,East,1,34621,34621,2023-06-13
75034909-1c93-4d1a-8f90-fb05f4b876a1,CUST9943,Mobile,Office,North,3,46767,140301,2024-08-18
95897979-5756-43da-88ff-04bae4ffe8c1,CUST9426,Tablet,Electronics,East,2,4082,8164,2023-09-03
d21bfacb-9ee6-46fe-b1bb-e35e695fc322,CUST4233,Printer,Office,West,3,16747,50241,2024-03-15
908b0c4b-bd27-45b7-8a22-189925ad2f81,CUST7248,Tablet,Gadgets,North,3,27026,81078,2024-05-14
87307c0b-5611-4fd1-aaf7-fad947a1bb5c,CUST5317,Headphones,Office,North,3,21809,65427,2023-05-21
242ee467-531f-414d-a925-588ec8ffaec2,CUST9707,Smartwatch,Gadgets,East,1,25506,25506,2023-04-09
1028fa98-201f-4d9c-9e8e-25a99557d371,CUST9406,Monitor,Accessories,West,2,43150,86300,2023-08-25
613c2bbf-3895-4d3a-a7d1-208a6cf98a70,CUST6409,Headphones,Office,South,5,39262,196310,2024-06-06
b8a74d19-e426-4da8-898d-033530af48f1,CUST8091,Tablet,Office,West,5,42290,211450,2024-06-16
c116f2a4-6bff-496f-adc9-b70c9df68551,CUST9507,Mobile,Gadgets,North,2,7960,15920,2023-05-18
1284c448-1715-485d-ad09-175907c7654f,CUST2089,Printer,Accessories,West,2,47292,94584,2023-05-02
6b040480-5047-403c-8b3e-1b7d16068da4,CUST6322,Laptop,Accessories,South,5,37728,188640,2024-03-21
2e50d54e-6aa3-4911-b071-f2812610f6f8,CUST8728,Monitor,Accessories,West,5,12152,60760,2024-10-04
387cf75e-94df-4936-a3eb-b0e17e2ca8e9,CUST4422,Tablet,Accessories,North,5,20819,104095,2024-01-02
8b731682-99f2-4056-9f48-58ca43c2fe83,CUST5678,Smartwatch,Gadgets,West,5,43255,216275,2023-04-25
3f9b757f-65d9-4d74-9e9b-5f8d161c33ed,CUST3817,Laptop,Electronics,North,3,47586,142758,2023-06-03
20d903be-14d1-4754-b43d-3dc420051bcc,CUST6638,Mouse,Gadgets,West,2,48789,97578,2023-10-06
cc2a615c-ada9-44ac-b5f6-5263c8ed0095,CUST5073,Mobile,Gadgets,South,4,4529,18116,2024-01-10
a227765d-3c3e-43df-ab5f-d0fd888a78d9,CUST5638,Monitor,Accessories,North,1,39458,39458,2024-01-01
47c83900-19d5-4f1b-8f7d-93ff35660c2a,CUST7114,Mobile,Accessories,North,3,30716,92148,2023-06-17
a4b2a9af-d73b-48ce-9c50-d252f05c279e,CUST6529,Mouse,Accessories,North,4,21205,84820,2024-03-11
585baf1d-ea2d-4bbb-9044-e10f19a04b16,CUST6093,Tablet,Office,West,5,12562,62810,2024-03-27
947662a9-a483-45a7-a3f3-4c6dc00141bd,CUST5165,Printer,Accessories,North,1,9727,9727,2023-03-24
495ff84b-a57e-47fe-8f75-1f4660f0ad4b,CUST1555,Printer,Accessories,North,5,1337,6685,2023-10-26
c608f4b4-e4b6-4cb6-94eb-0197f8bef127,CUST9743,Mouse,Accessories,South,3,10116,30348,2023-12-18
849aea2a-dfd5-47cc-8be0-962ae63d5ec3,CUST7119,Headphones,Gadgets,East,5,39843,199215,2024-02-07
37114791-90be-4823-8eee-2fdc2b1b1431,CUST5243,Mouse,Office,South,3,31664,94992,2023-03-11
96957a5d-0be6-4268-9e86-74bcc04a549c,CUST1055,Mouse,Electronics,North,3,26778,80334,2024-02-22
1860f316-2808-4f38-98e8-c71ea7a30975,CUST4528,Mobile,Electronics,North,2,12136,24272,2023-04-03
7c56493b-1eb5-438b-b0c7-569601517f77,CUST9517,Smartwatch,Accessories,South,3,47747,143241,2024-04-16
2bae83cb-8aaf-4b24-bd68-9e7f841d10f2,CUST1103,Mouse,Gadgets,West,4,13605,54420,2023-07-04
4c5fa72a-e264-435c-b283-777fdc1726bc,CUST1120,Smartwatch,Accessories,South,2,26992,53984,2023-06-25
6636fee6-ceea-46a0-9846-861a866ae601,CUST2733,Keyboard,Accessories,South,4,9442,37768,2023-07-28
e37525b0-122b-4123-9333-9a5fd4a8bd7b,CUST9384,Monitor,Office,East,4,28784,115136,2023-10-10
e0ced85d-0519-44f8-8b38-120eaf0e993a,CUST5518,Mouse,Gadgets,West,2,23855,47710,2023-11-01
4b110d84-7382-40b0-8e62-dac7b93b937f,CUST8116,Laptop,Accessories,North,1,38066,38066,2023-12-30
792805dd-5347-4d5e-baad-a7cc3da95572,CUST2419,Mouse,Office,South,1,7797,7797,2024-09-23
ff72634f-fe04-4c64-8c3b-ac21b83b1df4,CUST8690,Tablet,Office,North,5,31602,158010,2023-04-24
fbc5901d-bb2b-4ddf-a0e3-9e17d8515253,CUST3969,Keyboard,Accessories,South,5,10220,51100,2024-08-12
169bdbb5-2d53-4ef0-81a6-55554e22859f,CUST8972,Mouse,Office,East,1,27997,27997,2023-01-01
97edeed6-36d8-4aa3-b482-1a9014bd467d,CUST1262,Monitor,Office,East,3,38511,115533,2023-10-18
b9306775-5c7b-4500-be30-bf6dfb5b2176,CUST1018,Monitor,Gadgets,South,3,39652,118956,2024-08-27
67d9d90d-4ecb-4689-aa37-c27be6e5a3b1,CUST3113,Mobile,Gadgets,West,4,18426,73704,2023-07-15
ded83959-fe41-4096-b4a7-6dac31a00a0f,CUST4021,Printer,Office,South,1,37782,37782,2024-06-20
46cc3072-4a5e-4394-839f-866669de9de4,CUST9499,Laptop,Gadgets,South,2,1050,2100,2024-09-30
601ef947-5d56-41e6-850c-46b098904ef7,CUST8876,Smartwatch,Gadgets,East,3,1611,4833,2023-06-05
233f6539-b22f-4c3c-8e41-f040af6f8b38,CUST8274,Headphones,Gadgets,East,3,14942,44826,2023-07-11
b8243568-0dca-491f-85b8-62d861180836,CUST9382,Laptop,Gadgets,South,1,7367,7367,2024-03-08
506e03e8-3310-4a4f-895e-cf19a6f072dd,CUST9600,Keyboard,Accessories,South,4,7018,28072,2023-09-24
b4e50774-6a5a-43c0-b31a-90e4881536e4,CUST2418,Smartwatch,Electronics,North,5,18261,91305,2023-05-10
d69f00fd-7638-4f62-9f51-6606c59a84f9,CUST3131,Printer,Gadgets,North,5,22353,111765,2024-07-23
ab5206e3-99c7-4ca3-957b-b6692c3ff1ef,CUST4077,Laptop,Accessories,West,3,30297,90891,2023-05-05
2eef5594-9ac3-49a6-b245-2a1447d1f637,CUST9272,Monitor,Office,West,2,35301,70602,2023-05-07
